CaseNumber,Sample,D3S1358,D3S1358,D1S1656,D1S1656,D2S441,D2S441,D10S1248,D10S1248,D13S317,D13S317,Penta_E,Penta_E,D16S539,D16S539,D18S51,D18S51,D2S1338,D2S1338,CSF1PO,CSF1PO,Penta_D,Penta_D,TH01,TH01,vWA,vWA,D21S11,D21S11,D7S820,D7S820,D5S818,D5S818,TPOX,TPOX,D8S1179,D8S1179,D12S391,D12S391,D19S433,D19S433,FGA,FGA,D22S1045,D22S1045
Individual,387,14,15,12,12,13.3,12.3,9,8,9,13,6,17,10,9,15.2,19,18,23,9,14,12,5,8,9,13,15,29.3,30,6,7,8,9,10,8,16,10,19,18.3,12.2,15,17.2,19,11,10
Individual,388,15,13,15.3,14.3,13,11.3,10,14,14,13,13,16,13,8,21,21.2,22,24,9,13,2.2,10,9.3,9.3,20,21,31,38,11,7,8,8,8,8,12,8,20.1,19.3,15.2,10,23.2,23.2,18,18
Individual,389,19,19,16,16.3,14.3,11.3,13,10,9,12,6,12,12,14,18,19,19,15,13,11,13.4,12,6,8,20,14,37,36,6,13,8,11,12,10,14,11,15,22,14.2,14,18.2,24,18,19
Individual,390,16,13,14,19.3,10,9,9,17,10,11,10,25,8,13,22,14,24,15,12,14,10,13.4,6,10,18,19,33.2,31,13,6,11,9,12,8,9,12,17,14,12.2,12.2,18.2,27,8,19
Individual,391,19,13,15,19.3,12,13.3,16,12,8,12,9,13,14,8,17,16,23,25,8,8,13,2.2,7,9,20,17,31,30.2,7,7,13,14,12,7,17,16,16,22,10,12,22.3,18,14,19
Individual,392,12,19,13,17.3,14,15,17,12,9,8,5,5,5,10,11,16,26,26,11,10,3.2,5,6,5,16,15,30.2,33,7,9,14,12,9,12,18,8,14,24,15,15.2,31.2,22.2,14,17
Individual,393,19,18,17.3,14.3,11,10,8,13,11,13,9,18,13,13,19,12,18,24,12,12,13.4,15,6,5,14,14,36,37,13,10,8,10,8,11,12,17,19.3,22,15,12,23,29,13,17
Individual,394,12,14,16.3,17.3,13.3,14.3,16,16,13,13,16,19,13,5,15,17,18,19,12,9,9,13,8,5,11,14,37,29,11,9,13,13,11,6,10,8,22,21,13,14,23.2,26,11,16
Individual,395,14,15,16.3,11,15,13,10,18,8,9,11,13,8,13,21.2,13.2,26,22,11,11,7,10,5,6,17,15,33.2,39,13,12,9,11,6,12,15,8,24,15,15.2,12.2,28,25,17,17
Individual,396,19,19,15.3,10,13,11.3,8,18,8,8,15,11,12,14,15.2,13,16,18,12,12,3.2,15,9,7,16,17,33,36,7,10,13,12,7,11,13,15,22,17.3,14.2,14.2,24,27,12,16
Individual,397,18,19,18.3,11,11,15,13,16,11,9,7,5,8,12,15.2,14,17,22,8,8,6,15,9.3,8,19,15,28,30,9,13,15,12,11,13,14,11,19,17.1,10,18.2,23.2,17.2,17,16
Individual,398,14,12,17,13,13,15,16,8,11,12,13,13,5,12,15,18,21,26,7,7,9,7,6,5,19,14,26,30,8,13,9,11,9,7,16,17,23,14,13,13.2,18,18.2,17,14
Individual,399,15.2,13,17.3,15.3,11,13,14,17,8,10,18,18,13,12,19,21.2,15,27,12,7,11,17,9.3,10,19,13,33,39,6,9,7,15,11,13,14,11,18,23,11,14,21,27,8,16
Individual,400,12,14,18.3,14,12,9,8,18,13,11,15,13,9,13,10,16,20,18,8,13,13.4,13.4,5,8,21,16,29.3,33.1,12,7,11,11,13,13,8,13,19,19,13.2,17.2,30.2,26,12,17
Individual,401,15,12,14.3,16,13,12.3,9,17,13,12,19,15,10,12,20,24,21,22,11,11,5,15,5,9.3,11,14,29.3,29,14,14,12,8,8,6,15,13,20,14,17.2,16.2,22.3,29,12,12
CaseNumber,402,15.2,15,17.3,10,12.3,13,15,8,11,12,10,16,12,8,16,16,27,17,11,13,10,17,5,7,17,15,29.3,33.1,8,12,15,11,12,6,11,8,21,17,16.2,14.2,17.2,20,14,15
Individual,403,14,14,14,13,12,11,8,10,13,11,10,5,13,12,22,24,26,18,12,8,8,13,5,9,15,14,38,29.3,9,8,8,10,6,6,11,13,15,19.1,15,11,30.2,23,12,16
Individual,404,17,15.2,13,16.3,11,15,13,9,12,8,17,20,9,9,15,21.2,15,20,12,14,5,5,5,7,11,16,37,33.2,7,10,10,14,8,8,15,9,21,14,14,14.2,23,16.2,18,11
Individual,405,18,16,14,15.3,11.3,15,13,12,10,12,13,18,8,9,11,18,20,18,14,7,6,11,9.3,10,13,18,39,35,9,12,13,11,11,9,8,14,18.3,16,14,17.2,20,20,15,10
Individual,406,18,15,19.3,18.3,15,12.3,9,16,10,10,15,9,9,14,12,18,26,21,9,10,12,6,6,8,18,14,32.2,29,9,10,15,12,6,12,17,13,20,19,18.2,14,27,22.2,11,15
Individual,407,19,19,10,17,11.3,12,9,12,13,8,8,6,10,9,9,14,27,23,12,7,9,15,8,6,15,12,26,38,11,7,9,9,8,9,13,12,17,17,13.2,13.2,19.2,30,13,13
Individual,408,12,15,17,13,13,10,14,15,12,11,17,10,10,9,21,14,17,19,7,9,13,3.2,10,5,12,14,38,29.3,11,7,7,14,9,6,14,14,19.3,19.1,15.2,12.2,29,21,15,13
Individual,409,17,12,14,11,12.3,11,13,18,14,14,6,13,8,9,10,13,26,27,14,7,10,13,7,8,12,16,37,31,12,12,13,10,12,9,14,9,14,19.1,15,14.2,30.2,16.2,16,8
Individual,410,18,15.2,17,18.3,13,13,12,10,14,8,20,7,8,5,11,13.2,16,23,8,13,13,12,9,7,11,19,34,32.2,11,13,15,11,7,6,14,17,19,21,14,18.2,16.2,27,17,14
Individual,411,12,17,11,14,11.3,14.3,11,17,9,11,17,16,9,9,22,21,21,24,13,13,2.2,9,10,5,11,12,30,30.2,10,7,15,14,10,13,17,14,14,19,15.2,14.2,24,30,16,10
Individual,412,17,15.2,19.3,11,9,12,18,12,11,9,7,6,5,8,9,11,18,18,14,8,15,7,5,9.3,21,12,35,34,9,10,11,14,10,9,14,18,20,19.3,16.2,11,25.2,30,10,11
Individual,413,14,14,14.3,11,11.3,9,13,14,14,8,17,19,10,5,13,9,15,26,13,9,17,2.2,10,9.3,18,13,29.3,27,14,11,11,11,10,7,11,16,20.1,18,14,12.2,31.2,22,17,13
Individual,414,13,13,14.3,13,13.3,9,11,10,9,13,10,7,5,13,15,10,19,15,13,12,12,17,6,6,19,11,34,34,12,7,10,14,10,9,13,18,21,18,11,13,19,23,17,15
Individual,415,15,16,15,18,9,14.3,17,16,12,12,7,5,5,14,19,20,22,19,8,9,7,10,9,9.3,21,13,27,34,14,11,8,10,12,7,16,13,19.1,25,14.2,14,16.2,22.2,14,16
Individual,416,13,15,14.3,19.3,12,14.3,17,15,9,14,10,25,9,5,20,20,19,24,14,12,7,15,9,5,16,18,33.2,33.2,11,14,15,7,6,12,10,14,21,20,15,11,24,23,17,13
Individual,417,15.2,17,17,17,13,13,9,8,14,14,8,7,5,14,12,16,15,26,7,14,7,14,9,9,15,14,30.2,37,7,11,13,9,12,13,18,12,20.1,20.1,17.2,12.2,23.2,22.3,14,13
Individual,418,19,16,16.3,11,14,13,9,14,11,8,10,9,8,12,10,10,18,22,12,11,9,5,6,9.3,16,21,30,31.2,12,13,7,11,9,8,12,10,17.3,24,12,15,25,21,12,13
Individual,419,16,18,11,11,14.3,11,13,11,11,10,17,10,8,5,21.2,9,21,17,13,11,3.2,7,9.3,9.3,11,16,34,30.2,10,11,8,14,9,10,8,8,17.3,17.3,16,16.2,17.2,31.2,12,17
Individual,420,19,16,16,19.3,13.3,9,15,16,14,9,25,12,9,14,15.2,13,22,26,11,10,5,8,5,6,19,13,28,32,13,8,10,15,10,6,17,8,19.3,16,17.2,13.2,19,26,11,17
Individual,421,12,15.2,17,14.3,11.3,13,13,15,9,9,9,8,5,5,13,15,15,19,10,14,3.2,7,9.3,8,11,16,34,36,8,13,14,12,11,11,10,9,16,20,16,14.2,19.2,25.2,19,17
Individual,422,15.2,12,16.3,14.3,14.3,10,8,18,9,11,10,12,9,9,13.2,18,21,22,12,10,2.2,13,9.3,7,13,12,29,32,10,8,15,12,13,10,9,10,22,17.3,15,12,16.2,24,11,19
Individual,423,17,15,13,15.3,15,9,17,15,14,9,16,14,12,5,15,15.2,25,26,8,7,13,3.2,10,8,12,20,32,33.2,9,14,12,15,11,6,10,10,17,17.3,11,16.2,21,24,12,10
Individual,424,19,12,16,10,10,12,10,10,8,8,9,16,14,12,11,15,18,26,10,9,5,15,9,8,15,19,32.2,33.2,10,10,8,12,6,11,10,15,17,17.3,12,15.2,18,19.2,10,18
Individual,425,19,15,18,18,14.3,13,16,14,8,8,16,18,10,14,10,10,19,16,8,9,13,15,5,7,11,18,26,33.1,9,7,12,10,6,8,8,16,19.3,21,12.2,17.2,30.2,28,17,14
Individual,426,17,15,15,10,9,10,9,12,12,11,18,19,13,9,21,12,27,23,14,11,13.4,13.4,8,7,13,17,27,32.2,14,7,15,13,9,12,18,18,17,24,15,15.2,21,26,12,19
Individual,427,19,15,11,11,12.3,13,16,16,13,8,6,10,9,10,21,19,19,18,8,9,17,12,9,5,13,12,32.2,33,12,6,12,9,8,11,15,13,25,23,14.2,15.2,18.2,16.2,14,16
Individual,428,18,17,14,15,11,12.3,13,13,10,14,14,6,8,14,13.2,15,21,26,11,12,11,7,9,9,16,16,39,31,11,8,15,12,10,6,18,14,19,17,16,14,28,22,8,12
Individual,429,18,13,13,13,11,12.3,15,12,14,13,25,9,5,9,13.2,21,19,23,13,10,15,6,7,9.3,19,15,37,34,12,12,8,8,7,13,11,18,21,21,12.2,10,22,28,8,17
Individual,430,13,15,15,17.3,12,14.3,14,9,11,12,20,18,8,9,20,15,26,21,9,8,2.2,9,9.3,5,13,14,33.2,30.2,13,14,12,11,7,6,8,16,18,15,17.2,14,24,29,12,12
Individual,431,15.2,16,18,14,11.3,14,12,18,9,11,10,16,5,5,23,15,23,22,13,12,10,17,8,9.3,14,11,33,29.3,12,13,10,15,8,11,8,13,18.3,18.3,14.2,15.2,23.2,23.2,13,12
Individual,432,19,13,18.3,10,13,14.3,13,15,14,8,20,11,10,13,21,24,23,18,9,14,13,13.4,6,9,13,15,30,33.2,6,6,12,13,6,10,15,12,20.1,14,12,13.2,22.2,22.2,19,18
Individual,433,19,16,15,12,11.3,14.3,10,13,12,11,18,16,8,14,20,24,15,26,7,7,14,7,10,6,19,18,32.2,31.2,8,7,7,12,7,7,8,16,20,17,13,15,22.3,22.2,14,8
Individual,434,13,19,13,11,12,12,9,16,12,8,10,15,10,13,19,23,18,16,13,11,8,9,9.3,9.3,19,20,31.2,31,12,6,13,12,7,6,17,16,21,20,10,15,18.2,18,17,8
Individual,435,15,17,15,18.3,11,12,15,12,10,11,19,16,10,5,22,15,27,20,13,9,6,14,5,5,18,11,33,32.2,12,8,7,13,11,11,15,18,22,18,12,13,25.2,23,16,10
Individual,436,17,18,17,12,13,14,12,14,10,12,16,20,13,13,22,13,20,19,9,10,8,6,6,10,11,16,37,29.3,7,7,14,15,8,12,16,17,24,18,10,13.2,23,29,10,17
Individual,437,18,13,14.3,16,11,13.3,10,12,14,9,16,19,12,12,24,9,17,19,14,11,15,5,7,9.3,17,17,37,39,8,14,8,8,13,6,18,13,23,16,18.2,17.2,27,22.2,14,10
Individual,438,17,19,16,12,14.3,15,14,18,9,14,25,7,14,14,21,13,18,22,13,11,2.2,5,5,9,17,19,38,36,7,6,7,7,12,6,16,11,18,18.3,17.2,17.2,30.2,27,19,10
Individual,439,15.2,15,13,14.3,14,11.3,17,13,9,14,5,25,5,12,19,23,21,20,12,9,10,6,9.3,9,16,21,26,31.2,8,12,9,15,6,11,13,16,25,17.1,18.2,13.2,30,21,11,11
Individual,440,13,16,12,19.3,13.3,13,15,17,13,14,15,12,10,9,22,21,27,26,12,12,12,7,7,7,14,12,35,35,11,6,14,8,11,9,10,16,18.1,21,13.2,14.2,18.2,27,13,15
Individual,441,13,14,17,16,12.3,9,18,17,13,13,6,17,5,8,13,11,17,27,8,7,7,10,9.3,7,14,15,36,34,13,9,15,11,7,9,9,11,19.3,21,13,10,22.3,19.2,8,16
Individual,442,16,15.2,13,15,13,11,18,14,10,8,9,13,9,5,21,19,27,25,8,10,2.2,12,7,9,21,16,30.2,35,13,9,8,14,11,11,8,16,20.1,18.1,17.2,17.2,28,22.3,8,12
Individual,443,18,17,13,10,15,11,12,15,10,11,16,13,13,12,20,24,24,17,14,11,9,13,9,8,14,17,28,28,6,12,15,7,11,6,16,8,19.1,17,14,14.2,22,29,15,15
Individual,444,19,15,14,19.3,12,12.3,8,10,14,13,16,25,14,8,18,15.2,20,19,10,14,3.2,8,9.3,10,13,14,33,31,12,8,8,7,6,9,17,16,18.1,19.3,16.2,15,27,20,17,8
Individual,445,17,15,12,14.3,14.3,12.3,17,17,12,12,16,19,5,10,19,21,25,24,12,11,13,7,7,6,16,13,27,32.2,14,7,15,8,9,7,8,13,19,17.1,13,12,30.2,30,18,10
Individual,446,12,12,11,15,12.3,13,9,12,8,12,11,7,5,13,23,13.2,26,24,12,12,8,11,6,8,12,12,35,37,12,9,7,14,12,6,13,17,17,15,14,11,25,22.3,11,16
Individual,447,16,14,15,19.3,13.3,10,12,18,8,12,16,14,10,9,15.2,9,15,17,12,9,12,2.2,7,8,11,13,31,35,10,6,8,11,10,6,9,15,18.1,25,14,10,19.2,25,10,17
Individual,448,17,16,18.3,18.3,9,9,8,14,14,14,17,20,13,12,13.2,11,17,24,14,8,13.4,8,10,9,14,17,38,26,14,12,10,10,9,10,13,16,21,18.1,16,11,31.2,23,14,14
Individual,449,19,15,16.3,12,13,11,18,18,13,13,16,10,10,5,18,9,15,27,11,14,6,5,10,6,11,20,32,33.1,10,9,8,10,8,13,16,14,25,21,18.2,12.2,31.2,17.2,16,14
Individual,450,12,15,15,17,12.3,14,17,12,13,12,11,10,14,9,18,22,15,22,13,8,12,10,6,8,20,11,33.2,27,11,7,7,14,7,12,8,15,19.1,15,10,14,28,30.2,16,10
Individual,451,13,16,14.3,11,12,12.3,15,13,11,12,5,18,5,8,22,17,22,20,11,8,12,13,6,6,13,12,36,36,7,8,15,8,9,6,15,12,24,17,10,12.2,19,22.3,15,13
Individual,452,18,13,12,14.3,13,14.3,17,13,13,11,11,8,8,8,17,19,19,18,10,7,8,17,10,8,12,20,32,31,12,14,12,9,7,7,15,10,20.1,21,15,13,30.2,20,10,17
Individual,453,16,18,13,15.3,14.3,12,12,9,8,14,16,6,13,9,17,10,18,16,13,13,12,13,8,8,11,21,33.2,37,12,13,10,12,9,8,12,16,14,17.3,14.2,16,27,24,15,16
Individual,454,15,18,14,19.3,9,13.3,17,15,10,9,16,6,10,10,20,24,18,27,7,13,7,12,8,9.3,16,21,32.2,37,8,11,10,14,9,8,11,15,15,17.1,14,13.2,25.2,31.2,8,10
Individual,455,14,19,19.3,14,12.3,9,18,15,13,8,19,8,8,13,12,15.2,16,15,10,9,5,8,5,6,12,11,37,39,11,8,10,13,12,8,16,11,17.3,18,10,12,17.2,30,17,14
Individual,456,19,15,14.3,13,9,12,12,13,8,9,11,20,14,12,10,17,15,19,9,10,9,9,6,7,12,21,29.3,39,6,10,12,10,9,10,14,12,18.1,18.1,12,18.2,23,19.2,11,10
Individual,457,19,14,19.3,14.3,14,13,10,13,14,14,25,20,8,5,15.2,21.2,22,21,7,11,9,6,9.3,8,13,18,26,31.2,10,12,10,13,13,13,12,17,17,18,13,16.2,21,30.2,18,19
Individual,458,19,13,18.3,15.3,9,10,15,15,14,14,16,10,13,9,14,17,21,20,10,9,2.2,5,8,9,20,16,32.2,30,14,13,11,15,10,12,10,12,21,17,12,12,25,30.2,19,16
Individual,459,19,17,14,16.3,14,11,8,15,9,11,5,9,8,13,14,21,22,27,10,8,10,15,7,9.3,11,11,32,35,7,14,13,7,9,11,9,12,21,14,14,11,16.2,22,12,16
Individual,460,17,15,13,19.3,14.3,13,13,12,11,14,8,20,8,14,13.2,18,19,17,9,7,13,5,10,8,14,16,30.2,35,7,10,10,15,7,8,9,18,20.1,17,14,16.2,19.2,22,17,11
Individual,461,17,15,18,12,11,9,17,9,10,13,16,8,14,5,21.2,18,16,26,11,13,12,14,5,7,21,17,28,37,8,10,11,9,10,7,16,9,21,17.3,14.2,12.2,28,24,19,12
Individual,462,17,16,15.3,15,14.3,15,14,18,13,9,5,15,5,10,15.2,22,18,24,14,13,8,6,5,9.3,21,17,30.2,28,13,14,8,9,8,11,15,10,15,20,12,15,29,25,16,14
Individual,463,18,15,10,15.3,12,12,9,14,8,10,25,20,14,10,15,16,15,17,13,13,7,10,9,6,19,12,32,33,7,10,13,10,8,13,18,18,18,19,14,15,30,23.2,17,14
Individual,464,18,13,12,17,13.3,11,11,18,12,13,15,19,5,5,16,24,20,19,13,10,5,13,9,10,11,14,32.2,30,7,14,14,7,6,11,15,10,21,19.1,16.2,14,31.2,18,12,14
Individual,465,15,12,12,14,13,14.3,14,11,11,11,16,14,8,8,11,17,26,18,14,7,9,13,7,8,20,14,31.2,33.2,14,14,9,15,10,12,15,9,25,21,12.2,13.2,23,16.2,10,17
Individual,466,12,12,12,13,13,11.3,15,9,12,13,8,9,9,10,13.2,23,16,16,10,8,7,14,8,8,18,12,29.3,39,8,8,8,13,6,7,11,15,16,19.3,12.2,14,30,18,13,11
Individual,467,15.2,15,13,14,9,13,8,9,10,10,10,7,12,12,17,17,27,27,8,8,5,7,9,10,15,20,33,27,11,11,13,15,11,12,17,18,17.3,17,14.2,14.2,22.2,26,16,19
Individual,468,17,18,19.3,10,12.3,12,14,12,14,8,8,18,10,12,12,20,15,21,9,7,5,8,5,10,18,15,32,30,6,6,9,13,11,12,18,17,18.1,25,13,11,21,28,12,12
Individual,469,14,15,12,10,9,9,10,13,13,10,25,7,13,8,22,18,19,19,14,11,6,17,6,7,14,12,31.2,35,9,7,8,14,7,10,13,12,20.1,22,12,12,22.2,25,12,13
Individual,470,15,18,17,15.3,12,11.3,17,12,9,10,9,14,14,13,17,10,27,21,13,12,17,10,9,9.3,11,13,31.2,28,14,6,8,13,6,6,13,10,17.1,18,12.2,12,20,22,14,19
Individual,471,15,19,11,14.3,14.3,14.3,18,18,10,14,5,16,9,10,21.2,24,21,26,9,10,14,3.2,9.3,8,15,16,34,30.2,12,8,13,13,13,6,16,12,18.3,14,12.2,18.2,26,20,18,16
Individual,472,15,15,16.3,12,11,11.3,13,15,12,13,17,17,10,5,12,10,18,27,10,9,3.2,3.2,8,7,13,16,29.3,30,6,12,9,14,6,12,17,11,22,18,13.2,17.2,22.3,23.2,16,19
Individual,473,15.2,19,18.3,17,15,12.3,18,15,12,13,20,18,9,9,15.2,16,22,23,14,14,14,3.2,9.3,9,14,16,38,36,11,8,13,7,6,7,11,10,15,19.3,12,18.2,30.2,19,13,14
Individual,474,12,13,17.3,12,14,14,15,10,14,8,16,25,9,13,12,13.2,17,27,7,9,9,3.2,7,5,17,19,33.1,33.2,8,10,13,13,12,11,16,8,14,18,12,14.2,21,18.2,15,11
Individual,475,19,15,11,19.3,12.3,14.3,9,8,12,10,8,6,8,13,21.2,15.2,17,19,7,13,12,11,8,9.3,18,20,33.1,33.2,14,13,7,10,7,6,13,10,15,19.3,14.2,11,22,19.2,19,13
Individual,476,16,17,19.3,10,14.3,12.3,17,17,9,8,8,14,8,8,18,20,19,21,12,11,17,11,8,9,16,19,27,27,14,12,9,9,12,6,13,18,22,25,12.2,11,23.2,16.2,15,14
Individual,477,15,14,10,18.3,12.3,11,12,9,12,13,13,10,10,13,15,20,17,16,12,14,10,15,5,9.3,14,20,28,32,13,11,11,11,13,8,11,16,19,25,12,17.2,18.2,17.2,18,16
Individual,478,15.2,15.2,11,11,12.3,10,8,17,8,9,18,19,14,5,17,22,24,23,9,11,10,17,7,9.3,14,20,30,34,14,8,11,7,12,7,12,10,18.1,15,17.2,12.2,19.2,18.2,10,8
Individual,479,17,19,17.3,12,14.3,12.3,16,18,10,14,11,15,5,13,11,18,19,19,9,13,12,13,7,9.3,21,18,31,30.2,10,7,12,10,9,12,14,11,20,17.1,12,11,24,30,11,12
Individual,480,14,15,17,15,9,11.3,12,17,14,9,18,12,5,9,13.2,14,15,17,8,7,7,5,8,10,15,11,38,35,7,9,10,14,9,12,18,14,17.1,22,12,13,27,22.2,19,17
Individual,481,16,14,15,12,10,13,15,18,12,8,11,8,10,8,13,19,26,22,13,8,7,17,6,9,17,17,39,31,12,14,7,12,10,11,9,17,18,18,17.2,10,27,20,17,17
Individual,482,13,13,14.3,13,14.3,13,11,14,8,12,15,15,9,9,11,21.2,20,17,10,11,10,7,7,7,15,15,39,30,11,10,12,11,11,6,15,11,19,20,15.2,12,18,22.3,18,13
Individual,483,15,17,14,10,9,10,8,9,12,8,19,5,9,10,16,11,23,27,10,11,2.2,14,5,7,18,21,33,34,6,12,14,8,7,12,10,15,18,17,16,16,25.2,30,10,14
Individual,484,19,12,15,19.3,14,14.3,13,14,14,9,20,20,14,12,20,14,21,20,13,13,12,9,9.3,9.3,19,17,37,33.2,14,12,13,7,13,8,15,13,17.1,15,13,16.2,31.2,25.2,12,17
Individual,485,18,17,14.3,15,11.3,9,9,8,10,11,19,15,8,13,9,19,17,20,12,14,9,15,6,8,14,15,28,38,7,13,8,7,7,9,12,11,22,21,15.2,14.2,22,29,8,14
Individual,486,17,12,16.3,12,14,13,14,15,10,13,7,15,9,14,19,13.2,24,27,14,12,2.2,12,5,6,15,14,26,31.2,11,13,15,7,10,11,8,18,14,21,10,12.2,19,18.2,19,18
Individual,487,14,13,11,11,11.3,14,16,9,14,10,8,11,12,14,22,23,24,17,8,11,11,2.2,9.3,9.3,13,14,28,33.2,12,10,10,13,7,6,17,15,25,15,18.2,10,28,18.2,17,16
Individual,488,16,19,15,10,12,13.3,18,11,9,11,10,14,8,9,12,21.2,16,27,11,12,9,7,9,6,12,16,37,37,8,8,13,10,7,11,12,16,14,17.1,13,16,28,25.2,8,13
Individual,489,12,15,17,15.3,11.3,12.3,11,9,13,10,14,19,13,8,21,15.2,27,21,11,13,3.2,2.2,7,5,13,13,30.2,31,14,12,14,7,10,7,11,16,15,19.1,14,16.2,27,23.2,10,14
Individual,490,16,15.2,19.3,15.3,12.3,12.3,17,14,11,9,25,15,13,5,13,15,16,24,11,14,8,14,8,7,14,13,31.2,29,12,7,12,14,11,6,11,15,24,20.1,10,16.2,22.3,24,12,8
Individual,491,19,18,13,16.3,12,12,17,8,10,11,11,14,13,10,21,12,27,20,9,8,9,14,9.3,5,16,21,38,32,13,6,11,7,11,9,18,15,19,25,15.2,18.2,23.2,25,8,13
Individual,492,13,15.2,16.3,15.3,13,14,16,15,9,14,8,5,13,14,21,15,15,20,13,11,14,8,10,10,21,18,33.1,35,12,9,7,13,6,7,13,9,20.1,22,14,14,22.2,23,10,17
Individual,493,15.2,15,17,16,12,11.3,12,12,13,10,9,13,12,14,13.2,21.2,24,27,8,8,13.4,6,6,5,15,21,33.1,35,12,12,12,9,9,6,10,15,24,16,13.2,17.2,19.2,22,11,15
Individual,494,14,15.2,13,19.3,10,12.3,10,12,10,9,5,20,9,5,17,16,22,21,10,7,6,17,5,8,20,11,33.1,36,10,11,7,15,6,8,12,11,18.3,25,15,13.2,23,22.3,16,16
Individual,495,17,15,15,13,15,11.3,15,14,12,13,12,18,9,5,11,14,21,15,11,13,14,13.4,6,9,20,19,39,29.3,13,6,8,13,9,12,13,12,16,23,13,12,22,23.2,18,13
Individual,496,15,16,18.3,10,15,10,15,16,10,8,9,7,5,8,20,16,18,22,8,8,13.4,6,9,5,18,20,33,27,8,10,15,14,12,7,18,14,15,23,15,16.2,19.2,27,14,10
Individual,497,17,15,18,17,10,11,17,8,12,11,8,13,12,13,20,13.2,24,27,11,9,7,8,7,6,13,19,26,26,9,10,7,14,9,12,11,16,18,15,11,12,28,16.2,11,12
Individual,498,18,17,15,12,14.3,11,13,9,13,14,11,20,14,10,15,19,24,26,8,7,2.2,14,10,9,14,21,39,30,8,12,8,14,13,8,15,11,18.1,17.1,15,12.2,22,21,10,17
Individual,499,14,17,11,18.3,12.3,13.3,16,14,11,14,12,7,8,10,11,11,22,15,7,9,3.2,3.2,8,9.3,12,12,32.2,29,7,9,11,12,6,13,16,9,17.3,23,13.2,12,26,21,16,13
Individual,500,15,17,19.3,13,13,12,13,8,9,10,5,19,10,12,14,24,20,23,14,10,12,7,5,6,12,20,37,31.2,11,8,14,8,13,7,16,11,23,21,10,12,22,21,8,14
Individual,501,18,18,14,15,11,14.3,13,15,9,13,12,15,8,8,22,13,15,19,7,11,8,13.4,9,9,15,16,28,38,12,7,10,13,6,9,17,13,19,19,10,18.2,23,20,18,11
Individual,502,15,17,14,18.3,10,13,14,12,11,12,10,9,13,9,9,13.2,25,26,9,11,7,3.2,5,6,21,20,35,35,13,7,15,13,11,12,17,10,19,24,13.2,11,17.2,22,17,15
Individual,503,16,14,14,16,11,12.3,12,13,11,9,8,15,12,10,16,21.2,17,21,12,8,9,12,5,7,12,13,33.1,30,8,13,10,13,7,11,14,15,24,19.3,16.2,13,24,17.2,15,15
Individual,504,12,17,11,14,13.3,13.3,11,12,9,10,20,6,9,14,10,23,27,16,10,9,13,3.2,9,10,14,17,32,33.1,11,11,15,12,9,7,8,14,20.1,17,18.2,17.2,23,31.2,11,10
Individual,505,16,19,17,16,11.3,13,17,9,12,8,7,15,13,5,20,16,26,17,10,7,17,5,5,5,18,11,29.3,31.2,8,11,11,9,12,7,13,8,19,19.3,12,11,27,19,12,16
Individual,506,17,19,17.3,14,11,12,17,14,10,12,15,8,14,13,23,14,18,15,8,11,2.2,15,6,5,15,16,38,33.2,6,12,9,14,6,6,12,12,22,24,14.2,14,25,19,13,12
Individual,507,18,19,12,15.3,12,12.3,10,18,14,14,5,12,13,5,20,23,21,21,12,13,7,13.4,10,7,17,20,28,38,8,14,14,15,7,12,8,8,20,19.3,12.2,13,22,31.2,14,14
Individual,508,14,15,16.3,18.3,11.3,13.3,12,13,10,13,15,16,12,10,16,20,21,17,10,11,13,11,10,10,18,21,38,38,9,12,15,9,12,8,17,18,22,25,12.2,14,18,31.2,12,12
Individual,509,15,19,15,18,10,15,8,14,12,14,17,18,10,9,9,15,21,16,14,8,11,13.4,10,6,12,12,38,31,8,12,8,9,10,9,12,9,18.3,22,13,13,23,30,14,16
Individual,510,16,19,15,14,15,10,18,12,13,10,10,10,12,10,17,13.2,16,22,9,10,15,6,7,9,16,19,32,28,14,9,13,14,10,11,17,15,25,25,15.2,14.2,28,30,17,16
Individual,511,18,17,16,19.3,15,10,15,16,9,13,13,12,10,8,21.2,22,21,26,13,7,9,17,7,9,18,13,29,35,12,13,11,9,13,9,9,13,18.3,21,10,14,16.2,30.2,11,8
Individual,512,15,18,17.3,14.3,11,13,15,18,10,13,20,5,12,13,13,16,21,21,7,14,10,10,9.3,10,11,16,31,28,13,13,7,14,11,7,9,14,17.1,20,13.2,18.2,25.2,19,14,15
Individual,513,15.2,17,15,17,13.3,14.3,15,13,10,11,14,5,5,13,20,15.2,18,26,7,9,8,8,9,10,12,11,31.2,33,12,9,14,7,9,6,13,9,17,18.1,18.2,12.2,24,20,10,10
Individual,514,18,14,18.3,19.3,14.3,11.3,11,11,8,13,6,11,14,12,9,18,17,24,14,12,3.2,5,10,9.3,21,17,27,30.2,13,10,8,12,11,11,18,16,25,19.3,15.2,11,24,23.2,18,14
Individual,515,16,19,17,12,12,12,16,10,10,12,7,6,14,14,14,12,16,27,10,10,10,14,8,6,11,21,35,31.2,6,13,15,15,8,11,16,9,19.1,18.1,15,18.2,31.2,20,11,12
Individual,516,12,19,15,13,9,10,11,9,11,10,12,15,9,9,12,19,22,20,14,11,14,7,9,5,20,17,29,33.2,10,10,9,9,11,10,14,18,17,19,18.2,11,31.2,21,8,12
